1	17	19	2	9	2	2
2	16	4	3	4	7	11
3	9	12	18	15	15	16
4	5	15	20	6	5	5
5	17	11	15	13	2	4
6	19	14	1	20	7	6
7	20	4	2	10	19	6
8	4	14	5	18	11	10
9	12	2	16	6	1	1
10	20	6	10	5	2	9
11	16	7	4	2	13	4
12	14	14	12	1	8	12
13	19	8	20	20	2	2
14	10	20	15	4	18	9
15	9	12	19	20	5	10
16	1	4	7	4	8	11
17	11	13	14	8	6	2
18	8	18	5	12	9	15
19	16	18	12	14	5	11
20	1	8	12	5	16	4
21	19	4	8	15	6	14
22	16	13	18	11	17	18
23	12	9	8	2	16	10
24	11	2	8	10	3	2
25	5	11	2	11	20	6
26	15	4	3	16	4	8
27	5	6	2	10	15	10
28	3	20	5	7	7	18
29	14	1	1	10	18	3
30	4	10	16	17	8	6
31	6	19	14	15	3	9
32	20	20	2	17	12	5
33	18	13	14	5	5	19
34	7	3	18	14	17	20
35	13	18	11	16	3	7
36	20	3	3	19	2	5
37	20	4	8	11	8	6
38	14	7	20	10	8	4
39	5	9	19	7	1	9
40	11	4	11	8	16	12
41	14	20	2	16	14	17
42	20	4	15	18	18	16
43	10	13	20	7	14	1
44	3	15	2	17	4	13
45	15	8	20	15	9	18
46	2	9	18	15	6	17
47	8	6	2	20	5	2
48	11	17	18	6	12	18
49	20	12	10	6	10	15
50	14	18	8	2	16	14
51	4	7	14	3	3	18
52	13	3	2	14	7	11
53	11	9	7	16	4	11
54	1	7	14	20	15	19
55	19	3	4	5	4	5
56	12	15	20	18	15	15
57	17	6	7	13	13	9
58	2	18	5	4	14	17
59	10	15	11	4	1	1
60	13	1	14	10	17	14
61	15	4	10	8	16	15
62	12	10	12	3	7	19
63	15	20	2	16	2	5
64	3	11	20	1	12	18
65	12	12	7	7	10	12
66	9	7	16	15	7	20
67	11	19	14	6	7	8
68	1	4	10	5	12	15
69	18	6	8	13	20	11
70	18	7	7	3	3	5
71	20	15	20	13	19	6
72	19	5	20	13	1	1
73	15	4	5	13	16	6
74	19	3	16	16	18	18
75	7	3	15	19	14	14
76	11	9	11	14	15	10
77	16	9	14	13	13	4
78	18	7	1	17	9	19
79	5	5	16	12	2	6
80	4	16	11	10	15	20
81	6	19	20	4	11	16
82	18	9	12	8	3	6
83	18	7	9	10	1	7
84	11	6	5	1	14	4
85	9	7	18	11	16	10
86	16	15	15	8	6	18
87	20	11	3	20	3	4
88	19	4	1	6	10	7
89	4	19	16	7	15	6
90	3	16	10	18	1	10
91	20	9	13	7	4	13
92	20	15	11	14	20	8
93	6	20	13	19	5	11
94	12	3	11	16	12	8
95	10	5	10	14	13	9
96	16	15	20	4	14	8
97	18	11	8	10	7	10
98	20	11	15	6	8	6
99	2	19	7	8	7	10
100	20	13	18	6	2	18
101	18	8	3	13	2	6
102	8	7	3	14	17	18
103	19	20	16	8	19	11
104	14	5	9	6	11	17
105	15	3	20	4	4	2
106	5	13	5	17	10	19
107	13	20	17	18	19	19
108	4	18	17	13	5	3
109	3	11	10	16	12	18
110	7	15	18	2	20	12
111	12	18	13	16	1	17
112	19	1	20	10	9	13
113	15	15	11	20	13	4
114	2	15	18	9	17	17
115	1	4	17	14	3	15
116	2	12	2	2	14	16
117	7	5	11	4	12	5
118	17	12	3	3	11	8
119	20	5	2	20	20	6
120	4	15	8	20	4	18
121	19	2	16	11	14	12
122	13	1	3	12	19	8
123	16	20	11	9	17	3
124	19	18	6	5	14	8
125	20	10	6	8	14	9
126	16	17	11	20	1	20
127	9	18	7	3	12	8
128	5	9	20	7	12	20
129	17	20	17	5	5	6
130	18	6	1	4	13	18
131	19	7	10	13	6	7
132	17	8	10	20	10	10
133	19	2	19	7	5	3
134	17	9	15	4	11	3
135	20	20	11	18	20	7
136	1	15	6	17	10	20
137	12	20	2	10	11	1
138	19	16	1	13	17	3
139	9	7	2	10	8	2
140	3	3	7	8	1	7
141	9	6	11	7	12	11
142	4	16	15	4	16	9
143	20	16	13	9	16	16
144	9	20	17	20	16	11
145	18	4	15	20	4	5
146	1	15	5	16	20	2
147	20	16	18	4	7	3
148	7	8	17	19	13	20
149	20	1	6	14	2	6
150	4	6	10	6	12	14
151	4	1	1	15	1	17
152	6	11	10	15	2	10
153	8	7	12	9	10	5
154	18	1	3	16	9	14
155	11	4	7	18	7	4
156	1	17	18	2	8	12
157	7	14	14	11	7	8
158	11	19	8	4	4	20
159	3	6	3	2	10	18
160	11	19	20	17	13	15
161	16	1	5	8	16	3
162	17	7	8	6	4	7
163	9	1	4	13	16	12
164	7	9	13	1	3	1
165	9	4	4	8	16	14
166	19	7	17	11	2	16
167	12	10	6	18	14	13
168	16	2	20	12	14	5
169	1	14	16	14	18	7
170	20	5	11	18	5	14
171	7	1	7	3	16	15
172	6	19	20	17	14	16
173	18	4	17	18	4	15
174	14	2	3	11	13	9
175	15	16	20	11	14	7
176	1	13	8	3	5	4
177	9	16	14	5	3	2
178	20	12	9	5	19	12
179	9	15	9	16	6	3
180	2	19	20	10	6	16
181	20	10	3	12	18	10
182	10	16	17	14	3	18
183	18	4	2	6	3	19
184	14	4	20	12	12	5
185	5	5	12	4	7	9
186	9	4	4	16	6	5
187	12	17	14	14	9	1
188	4	5	11	2	19	13
189	12	10	20	13	6	8
190	13	4	4	15	10	10
191	1	13	16	10	12	15
192	14	12	7	20	20	8
193	15	13	20	4	11	6
194	2	2	1	10	9	6
195	1	7	9	4	20	20
196	9	6	8	17	16	8
197	13	3	8	3	9	3
198	8	20	13	19	4	7
199	1	20	13	2	10	9
200	6	7	12	8	12	13
201	9	3	2	11	15	19
202	2	5	18	3	12	10
203	8	14	2	13	4	17
204	1	19	5	1	18	10
205	16	10	5	1	5	10
206	11	15	10	11	4	5
207	1	10	19	11	12	18
208	3	17	17	20	18	5
209	7	4	12	7	1	16
210	15	7	3	14	4	7
211	9	1	4	6	9	19
212	9	11	16	9	6	3
213	20	14	15	10	13	20
214	7	11	6	5	9	12
215	10	11	2	6	6	17
216	7	16	10	15	6	4
217	18	16	12	3	10	2
218	15	14	1	14	11	5
219	19	1	13	8	11	13
220	19	4	14	3	14	5
221	7	19	3	2	14	11
222	8	19	10	17	6	18
223	9	4	7	8	16	11
224	14	14	7	4	12	4
225	18	6	7	4	11	18
226	11	14	17	8	13	19
227	12	4	3	13	17	11
228	15	19	1	3	1	1
229	17	16	2	13	4	11
230	5	1	16	16	12	5
231	17	13	11	11	19	4
232	20	9	7	1	19	7
233	5	7	5	4	4	6
234	15	13	9	2	11	15
235	8	3	1	6	14	11
236	15	8	17	13	17	6
237	5	4	18	5	5	16
238	20	8	13	13	7	4
239	10	19	6	4	4	20
240	16	7	9	16	18	6
241	9	1	8	1	1	7
242	7	9	14	20	5	20
243	9	4	20	15	19	18
244	3	10	17	16	1	2
245	9	5	18	1	3	16
246	18	18	10	13	20	17
247	5	9	13	2	16	12
248	18	16	1	10	11	2
249	9	9	10	5	9	3
250	19	4	9	16	3	7
251	14	15	12	18	20	20
252	8	10	14	10	3	13
253	10	13	19	16	20	5
254	19	15	13	4	10	7
